HS_ID,Opp ID,"Event/
Non-Event",Builder,"Project 
Name",City,Package_ID,"Product_Sub_
category",Quantity,Sales,"APM 
Name",Expected TAT,HS _Product,Status,Latest_Date,TL Name,TL Rating,Projected Hour,Working Hour,Remaining Hour,Project Work Priority Status,Partial Delivery Status,Project FeedBack,Beyond TAT comments,Apprvoal ,Link 1,No
A86,https://lookup.housing.com/opportunity/2937974,,Adhya Group - Radhe Krishna,Adhya Group - Radhe Krishna,Pune,1321635,,1,Mohit Laddha,Anil,,Virtual_Apartment_Digitour,Final Delivery,26-Jul-2023,Ankur Sharma,2,0:00:00,0:00:00,0:00:00,,,"you have missed the suggested point in the first cut link- 1.) Under Dry Balcony kindly show Cloth Lines of steel.3.) Dishwasher- Opp to Washing Machine.
And Utility dimentiones is not visible and the link is not created properlly. ",,,,86
A87,https://lookup.housing.com/opportunity/72818,,Nagpal Properties,Nagpal Properties - IT Park,Delhi,65774,,1,Prateek Sharma,Anil,,Virtual_Full_Project_Digitour,Final Delivery,14-Jul-2023,Vivek Kumar,2,12:50:00,13:50:00,-1:00:00,,,"Final 4k link shared with QC, there are many unwanted objects, window and wall panel are visible in exterior points, and window light is burning. Also the link is not properlly created. ",,,,87
A88,https://lookup.housing.com/opportunity/2942486,,Tricity infra planners & Developers Pvt ltd,Tricity infra planners & Developers Pvt ltd,Chandigarh,1323235,,1,Vikar Wani,Anil,,Digiplot,Final Delivery,28-Aug-2023,Anil Raghuwanshi,3,24:00:00,24:00:00,0:00:00,,,,,,,88
A89,https://lookup.housing.com/opportunity/2966311,,Himalaya Infra Projects Private Limited,Himalaya Sunshine - Himalaya Infra Projects Private Limited,Nagpur,1333250,,1,Pranjali Channe,Anil,,Virtual_Apartment_Digitour,Final Delivery,24-Jul-2023,Parth Kaushik,2,22:30:00,24:40:00,-2:10:00,,,"Kitchen platform not created fully, and the overhead storage also missing.
Rework - Temple height not changed.",,,,89
A90,https://lookup.housing.com/opportunity/2903319,,The Festival Group,The Festival Group - Festival O2,Surat,1307310,,1,Himanshu Himmatlal Parasharya,Anil,,Virtual_Apartment_Digitour,Final Delivery,29-Sep-2023,Ankur Sharma,3,16:30:00,16:25:00,0:05:00,,,,,,,90
A91,https://lookup.housing.com/opportunity/2962241,,Dange Group,Dange Group,Mumbai,1331125,,1,Keyur Umesh Thadeshwar,Anil,,Virtual_Apartment_Digitour,Final Delivery,29-Aug-2023,Ankur Sharma,2,12:00:00,27:20:00,-15:20:00,,,,,,,91
A92,https://lookup.housing.com/opportunity/2695677,,Rosette Group,Rosette Group,Vadodara,,Dependent Product,1,Batra Hitesh,Anil,,Virtual_Apartment_Digitour,Final Delivery,19-Feb-2024,Ankur Sharma,3,80:00:00,93:15:00,-13:15:00,,,,,,,92
A93,https://lookup.housing.com/opportunity/2937192,,Maruti Realty,Maruti Realty- Skyra,Ahmedabad,1321253,,1,Himanshu Himmatlal Parasharya,Anil,,Virtual_Apartment_Digitour,Final Delivery,13-Oct-2023,Vivek Kumar,3,32:00:00,32:40:00,-0:40:00,,,,,,,93
A94,https://lookup.housing.com/opportunity/3003614,,Well Wisher Group,Well Wisher Group,Pune,1346537,,1,Lubaba Navid Momin,Anil,,Virtual_Apartment_Digitour,Final Delivery,4-Aug-2023,Ankur Sharma,3,18:00:00,23:00:00,-5:00:00,,,,,,,94
A95,https://lookup.housing.com/opportunity/2651993,,Vazhraa Nirman Private Limited,Vazhraa Nirman Private Limited,Hyderabad,1215865,,1,Kolanu Hari Krishna,Anil,,Virtual_Apartment_Digitour,Deemed Consumed,7-Nov-2023,Ankur Sharma,3,0:00:00,0:00:00,0:00:00,,,,,,,95
A99,https://lookup.housing.com/opportunity/2967656,,M Jhaveri Group,M Jhaveri Group - silver springs ,Indore,1334122,Dependent Product,1,Govind Gupta,Anil,,Virtual_Apartment_Digitour,Deemed Consumed,21-May-2024,,,0:00:00,0:00:00,0:00:00,,,,,"Deemed consumed, as the amount of still images will be utilised in other product with Saran sir approval.",,99
A100,https://lookup.housing.com/opportunity/2996003,,Saideep Constructions,Saideep Constructions,Mumbai,1344084,,2,Sandeep Lalbahadur Pal,Anil,,Virtual_Apartment_Digitour,Final Delivery,29-Aug-2023,Parth Kaushik,3,40:00:00,40:00:00,0:00:00,,,,,,,100
A101,https://lookup.housing.com/opportunity/2771158,,PSY Group,PSY Group - Pramukh Praise,Gandhinagar,1264266,,1,Shah Purav,Anil,,Virtual_Apartment_Digitour,Final Delivery,22-Aug-2023,Parth Kaushik,3,17:30:00,18:00:00,-0:30:00,,,,,,,101
A102,https://lookup.housing.com/opportunity/3029812,,Neel Builders and Developers,Neel Builders and Developers,Mumbai,1357560,,1,Umez Munaf Mulla,Anil,,Real_Apartment_Digitour,Final Delivery,11-Sep-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,102
A103,https://lookup.housing.com/opportunity/3043727,,Vastu Nirman Buildcon,Vastu Nirman Buildcon - Radhe Parijat,Gandhinagar,1361206,,1,Nakul Purohit,Anil,,Virtual_Apartment_Digitour,Final Delivery,22-Aug-2023,Ankur Sharma,3,16:00:00,16:45:00,-0:45:00,,,,,,,103
A104,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1333631,WT Q4,1,Mohd Wasim Aktar Shekh,Jagadish,,Walkthrough,Final Delivery,3-Jun-2024,Vivek Kumar,2,1545:30:00,1598:31:00,-53:01:00,,,"QC need to be done proper 

Rendering has lots of errors 
Rerendered 10+ camera it has effect to other projects in ongoing walkthrough projects ",,,"Approval recived from RBH & Sonika.

Approval recived from BH ",104
A105,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334702,Dependent Product,1,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Final Delivery,11-Mar-2024,Vivek Kumar,3,0:00:00,0:00:00,0:00:00,,,,,,,105
A107,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334665,Dependent Product,5,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Final Delivery,6-Feb-2024,Vivek Kumar,3,24:00:00,24:00:00,0:00:00,,,,,We have done more thn 5 reowrks,Approval recived from RBH & Sonika,107
A110,https://lookup.housing.com/opportunity/3039230,,Renowned Group,Renowned Group,Noida,1359912,,1,Sachin Pratap Singh,Jagadish,,Virtual_Full_Project_Digitour,Deemed Consumed,14-Mar-2024,Ankur Sharma,3,86:00:00,93:30:00,-7:30:00,,,,,,,110
A111,https://lookup.housing.com/opportunity/3022733,,Rohan Lifescapes,Rohan Lifescapes - Baybliss,Mumbai,1353409,Dependent Product,2,Shardul Deepak Sawant,Anil,,Virtual_Apartment_Digitour,Final Delivery,5-Jan-2024,Ankur Sharma,3,306:15:00,399:50:00,-93:35:00,,,,,,,111
A112,https://lookup.housing.com/opportunity/3026790,,Pankaj Constructions,Pankaj Constructions,Pune,1356942,,1,Abhijeet Sunil Jadhav,Anil,,Virtual_Apartment_Digitour,Final Delivery,26-Aug-2023,Ankur Sharma,2,21:00:00,22:30:00,-1:30:00,,,In the final 4k link the window side sofa has removed,,,,112
A113,https://lookup.housing.com/opportunity/3015138,,Shree Sai Projects,Shree Sai Projects,Ahmedabad,1360534,,2,Parthgiri Jayeshgiri Goswami,Anil,,Real_Apartment_Digitour,Final Delivery,24-Aug-2023,Outsource ,3,18:00:00,18:00:00,0:00:00,,,,,,,113
A115,https://lookup.housing.com/opportunity/2925297,,Vrindhavana properties,Vrindhavana properties,Coimbatore,1333691,,1,Deepak R,Jagadish,,Virtual_Villa_Digitour,Final Delivery,14-Mar-2024,Ankur Sharma,3,21:00:00,25:55:00,-4:55:00,,,,,"Server issue no data 

Small changes in portal update ",,115
A116,https://lookup.housing.com/opportunity/3047409,,Guru Punvaanii Properties Pvt Ltd,Guru Punvaanii Properties Pvt Ltd,Bangalore,1365417,,1,Katti Satyapramod,Anil,,Digiplot,Final Delivery,10-Oct-2023,Anil Raghuwanshi,3,0:00:00,0:00:00,0:00:00,,,,,,,116
A117,https://lookup.housing.com/opportunity/3052136,MHU'23,Saurabh Developers,Saurabh Developers,Vadodara,1364776,,1,Manindra Kumar,Anil,,Virtual_Apartment_Digitour,Final Delivery,15-Sep-2023,Ankur Sharma,3,27:15:00,30:15:00,-3:00:00,,,,,,,117
A118,https://lookup.housing.com/opportunity/3001894,,Shreeji Projects,Shreeji Projects - Anantara ,Ahmedabad,1346099,,1,Nakul Purohit,Anil,,Virtual_Apartment_Digitour,Final Delivery,29-Aug-2023,Ankur Sharma,3,16:00:00,15:55:00,0:05:00,,,,,,,118
A119,https://lookup.housing.com/opportunity/3035770,MHU'23,Shree Infra,Shree Infra - Shivam Highview,Vadodara,1358632,,1,Batra Hitesh,Anil,,Virtual_Apartment_Digitour,Final Delivery,12-Sep-2023,Vivek Kumar,3,22:00:00,21:50:00,0:10:00,,,,,,,119
A120,https://lookup.housing.com/opportunity/3050830,,Sapnil Developers,Sapnil Developers,Kolkata,1364161,,1,Satyaki Basu,Jagadish,,Real_Apartment_Digitour,Final Delivery,30-Nov-2023,Anil Raghuwanshi,3,0:00:00,0:00:00,0:00:00,,,,,Deemed ,"Reopening after being deemed, approval from Sir Amit.",120
A121,https://lookup.housing.com/opportunity/3058551,,VGN Homes - Pride,VGN Homes - Pride,Chennai,1367294,,1,Gavin Dominic Rozario,Anil,,Digiplot,Final Delivery,29-Sep-2023,Anil Raghuwanshi,3,35:00:00,35:30:00,-0:30:00,,,,,,,121
A122,https://lookup.housing.com/opportunity/3058551,,VGN Homes - Classique,VGN Homes - Classique,Chennai,1367292,,1,Gavin Dominic Rozario,Anil,,Digiplot,Final Delivery,10-Oct-2023,Anil Raghuwanshi,3,0:00:00,0:00:00,0:00:00,,,,,,,122
A123,https://lookup.housing.com/opportunity/3070363,MHU'23,Gala Group - Gala Ikebana,Gala Group - Gala Ikebana,Ahmedabad,1374152,,1,Himanshu Himmatlal Parasharya,Anil,,Virtual_Apartment_Digitour,Final Delivery,13-Oct-2023,Vivek Kumar,3,36:00:00,35:35:00,0:25:00,,,,,,,123
A124,https://lookup.housing.com/opportunity/3035726,,Shraddha Landmark Pvt. Ltd,Shraddha Landmark Pvt. Ltd,Mumbai,1358599,WT Q4,1,Sandip N Dalsingh,Anil,,Walkthrough,Final Delivery,21-Jan-2024,Vivek Kumar,4,909:45:00,994:05:00,-84:20:00,,,,,,,124
A125,https://lookup.housing.com/opportunity/3056732,,M Jhaveri Group,M Jhaveri Group - silver springs - Interior,Indore,1367772,Dependent Product,4,Govind Gupta,Anil,,RenderViews_StillImages,Deemed Consumed,21-May-2024,Vivek Kumar,,0:00:00,0:00:00,0:00:00,,,,,"Deemed consumed, as the amount of still images will be utilised in other product with Saran sir approval.",,125
A126,https://lookup.housing.com/opportunity/3056732,,M Jhaveri Group,M Jhaveri Group - silver springs - Exterior,Indore,1367767,Dependent Product,4,Govind Gupta,Anil,,RenderViews_StillImages,Deemed Consumed,21-May-2024,Parth Kaushik,,25:00:00,26:05:00,-1:05:00,,,,,"Deemed consumed, as the amount of still images will be utilised in other product with Saran sir approval.",,126
A127,https://lookup.housing.com/opportunity/3056732,,M Jhaveri Group,M Jhaveri Group - silver springs - Aerial,Indore,1367760,Dependent Product,1,Govind Gupta,Anil,,RenderViews_StillImages,Deemed Consumed,21-May-2024,Vivek Kumar,,0:00:00,0:00:00,0:00:00,,,,,"Deemed consumed, as the amount of still images will be utilised in other product with Saran sir approval.",,127
A128,https://lookup.housing.com/opportunity/3135673,,Siddhivinayak Builders And Developers,Siddhivinayak Builders And Developers,Mumbai,357028,,1,Umez Munaf Mulla,Anil,,Virtual_Apartment_Digitour,Final Delivery,5-Oct-2023,Ankur Sharma,3,40:00:00,40:15:00,-0:15:00,,,,,,,128
A129,https://lookup.housing.com/opportunity/3051075,MHU'23,Sharda and Shapex Group,Sharda and Shapex Group,Ahmedabad,1364838,,1,Nakul Purohit,Anil,,Virtual_Apartment_Digitour,Final Delivery,15-Sep-2023,Ankur Sharma,3,55:00:00,61:55:00,-6:55:00,,,,,,,129
A130,https://lookup.housing.com/opportunity/3144508,,Shivman Buildcon,Shivman Buildcon,Ahmedabad,1393489,,1,Nakul Purohit,Anil,,Virtual_Apartment_Digitour,Final Delivery,13-Sep-2023,Vivek Kumar,3,16:00:00,15:05:00,0:55:00,,,,,,,130
A131,https://lookup.housing.com/opportunity/3132987,MHU'23,Kolte-Patil Developers,Kolte-Patil Developers,Pune,1393052,,1,Desai Kirtan,Anil,,Real_Apartment_Digitour,Final Delivery,29-Sep-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,131
A132,https://lookup.housing.com/opportunity/3050955,MHU'23,Madhavam Infra - Orchild,Madhavam Infra,Vadodara,1364249,,1,Batra Hitesh,Anil,,Virtual_Apartment_Digitour,Final Delivery,28-Sep-2023,Ankur Sharma,3,16:50:00,16:55:00,-0:05:00,,,,,,,132
A133,https://lookup.housing.com/opportunity/3168273,MHU'23,GROUP G, Grand Awaas,Kolkata,1401580,,2,Debashis Das,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,9-Oct-2023,Ankur Sharma,2,30:00:00,34:30:00,-4:30:00,,,Rework delivery missed ,,,,133
A134,https://lookup.housing.com/opportunity/3168273,,GROUP G,GRACE,Kolkata,1401581,,1,Debashis Das,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,5-Oct-2023,Parth Kaushik,3,16:00:00,16:15:00,-0:15:00,,,,,,,134
A135,https://lookup.housing.com/opportunity/3170354,MHU'23,Arista Buildcon,Arista Buildcon,Ahmedabad,1402222,,1,Sheth Sagar Rajendrabhai,Anil,,Real_Apartment_Digitour,Final Delivery,29-Sep-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,135
A136,https://lookup.housing.com/opportunity/2730282,,21st Castle Developers LLP,21st Castle Developers LLP,Bangalore,1245858,,1,Katti Satyapramod,Jagadish,,Real_Apartment_Digitour,Final Delivery,16-Oct-2023,Parth Kaushik,3,0:00:00,0:00:00,0:00:00,,,,,,,136
A137,https://lookup.housing.com/opportunity/3132130,,Unique Chintamani Development LLP,Unique Chintamani Development LLP,Pune,1389513,,1,Shraddha Suresh Mange Bhanushali,Anil,,Short_Video,Final Delivery,21-Sep-2023,Anil Raghuwanshi,3,12:00:00,10:05:00,1:55:00,,,,,,,137
A138,https://lookup.housing.com/opportunity/3151873,,Superior Navkar Builders,Superior Navkar Builders,Mumbai,1397344,,1,Umez Munaf Mulla,Anil,,Virtual_Apartment_Dollhouse,Final Delivery,31-Oct-2023,Parth Kaushik,3,47:00:00,42:50:00,4:10:00,,,,,,,138
A139,https://lookup.housing.com/opportunity/3175378,MHU'23,Nahar Foundation’s Pvt. Ltd.,Nahar Foundation’s Pvt. Ltd.,Chennai,1403473,,1,Anish V,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,5-Oct-2023,Parth Kaushik,3,24:00:00,24:25:00,-0:25:00,,,,,,,139
A141,https://lookup.housing.com/opportunity/3049619,MHU'23,Kubergreen Infra LLp,Kubergreen Infra LLp,Vadodara,1363567,,1,Manindra Kumar,Anil,,Real_Apartment_Digitour,Final Delivery,1-Oct-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,141
A142,https://lookup.housing.com/opportunity/3154047,MHU'23,Shevi Group,Shevi Group,Pune,1397526,,1,Abhijeet Sunil Jadhav,Anil,,Virtual_Apartment_Digitour,Final Delivery,29-Sep-2023,Ankur Sharma,3,13:30:00,15:10:00,-1:40:00,,,,,,,142
A143,https://lookup.housing.com/opportunity/3204756,,Palm Olympia,Palm Olympia,Noida,1413718,Dependent Product,3,Manjot Singh,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,8-Apr-2024,Ankur Sharma,3,57:30:00,64:26:32,-6:56:32,,,,,,20 Sept 2023,143
A144,https://lookup.housing.com/opportunity/602227,,SUGAM & DIAMOND GROUP,SUGAM & DIAMOND GROUP,Kolkata,316286,Dependent Product,1,Kuheli Bose,Jagadish,15,Custom_Content,Final Delivery,1-Mar-2024,Shubham,2,32:20:00,43:15:00,-10:55:00,,,Galaxy spelling not done QC,,,"RBH approval received for reopening the post deemed.
Abhiudaya approval for rework

Minor changes 

Payment pending from client side ",144
A145,https://lookup.housing.com/opportunity/3189884,,K P Developer,K P Developer,Mumbai,1407599,,1,Sandeep Lalbahadur Pal,Anil,,Real_Apartment_Digitour,Final Delivery,12-Oct-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,145
A146,https://lookup.housing.com/opportunity/3224215,MHU'23,AIG Royal,AIG Royal,Noida,1419716,Dependent Product,4,Manjot Singh,Jagadish,,RenderViews_StillImages,Final Delivery,4-Oct-2023,Vivek Kumar,3,0:00:00,0:00:00,0:00:00,,,,,,,146
A147,https://lookup.housing.com/opportunity/3124979,MHU'23,Sree Dharma Realtors,Samika Residency,Coimbatore,1386225,,1,Deepak R,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,31-Oct-2023,Ankur Sharma,3,30:00:00,32:30:00,-2:30:00,,,,,,,147
A148,https://lookup.housing.com/opportunity/3201957,,Radheykrishna Technobuild Private Limited,Karishma Manchanda,Gurgaon,1410975,,2,Karishma Manchanda,Jagadish,,Real_Apartment_Digitour,Final Delivery,21-Oct-2023,Shubham,4,58:00:00,56:05:00,1:55:00,,,,,,,148
A149,https://lookup.housing.com/opportunity/3151821,MHU'23,Amit Builders,Amit Builders,Nashik,1396265,,1,Amol Madhukar Rakibe,Anil,,Virtual_Apartment_Digitour,Final Delivery,20-Oct-2023,Ankur Sharma,3,12:00:00,14:10:00,-2:10:00,,,,,,,149
A150,https://lookup.housing.com/opportunity/3151821,,Amit Builders,Amit Builders,Nashik,1396285,,1,Amol Madhukar Rakibe,Anil,,Virtual_Apartment_Digitour,Final Delivery,20-Oct-2023,Ankur Sharma,3,16:00:00,16:05:00,-0:05:00,,,,,,,150
A151,https://lookup.housing.com/opportunity/3188119,MHU'23,RAGHVANI DEVELOPERS LLP,RAGHVANI DEVELOPERS LLP,Ahmedabad,1406447,,1,Parthgiri Jayeshgiri Goswami,Anil,,Virtual_Apartment_Digitour,Final Delivery,31-Oct-2023,Vivek Kumar,3,12:00:00,12:00:00,0:00:00,,,,,,,151
A155,https://lookup.housing.com/opportunity/3143633,MHU'23,Rockline Properties And Developers Private Limited,Rockline Properties And Developers Private Limited,Mumbai,1393274,,1,Anjani Sankatmochan Shukla,Anil,,Virtual_Apartment_Digitour,Final Delivery,23-Oct-2023,Ankur Sharma,3,9:00:00,9:30:00,-0:30:00,,,,,,,155
A156,https://lookup.housing.com/opportunity/3071887,MHU'23,Unity Group Vadodara,Unity Group Vadodara,Vadodara,1372254,,1,Batra Hitesh,Anil,,Virtual_Apartment_Digitour,Final Delivery,25-Oct-2023,Parth Kaushik,3,22:00:00,22:30:00,-0:30:00,,,,,,,156
A157,https://lookup.housing.com/opportunity/3239138,MHU'23,KT Realty,KT Realty,Mumbai,1422773,,1,Rohan Yeshwant Nimbalkar,Anil,,Real_Apartment_Digitour,Final Delivery,13-Oct-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,157
A158,https://lookup.housing.com/opportunity/3135467,MHU'23,Kasturi Developers,Kasturi Developers,Mumbai,1390506,,1,Rohan Yeshwant Nimbalkar,Anil,,Virtual_Apartment_Digitour,Final Delivery,27-Oct-2023,Ankur Sharma,3,14:00:00,17:10:00,-3:10:00,,,,,,,158
A159,https://lookup.housing.com/opportunity/3042249,MHU'23,Ms Virasha Nisarga Infra,Ms Virasha Nisarga Infra,Bhopal,1361550,,1,Kamlesh Kumar Malviya,Anil,,Real_Apartment_Digitour,Final Delivery,19-Oct-2023,Outsource ,3,2:00:00,2:00:00,0:00:00,,,,,,,159
A160,https://lookup.housing.com/opportunity/3051276,MHU'23,Amrut Infra,Amrut Infra,Ahmedabad,1364427,,1,Parthgiri Jayeshgiri Goswami,Anil,,Real_Apartment_Digitour,Final Delivery,19-Oct-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,160
A161,https://lookup.housing.com/opportunity/3273601,,KRasa International Pvt. Ltd.,KRasa International Pvt. Ltd.,Noida,1435477,Dependent Product,3,Tarang Saxena,Jagadish,,RenderViews_StillImages,Final Delivery,18-Oct-2023,Vivek Kumar,3,32:00:00,31:40:00,0:20:00,,,,,,,161
A163,https://lookup.housing.com/opportunity/3273601,,KRasa International Pvt. Ltd.,KRasa International Pvt. Ltd.,Noida,1435475,Dependent Product,1,Tarang Saxena,Jagadish,,RenderViews_StillImages,Final Delivery,5-Jan-2024,Vivek Kumar,4,0:00:00,0:00:00,0:00:00,,,,,,,163
A164,https://lookup.housing.com/opportunity/3255052,MHU'23,Beverly Buildcon,Beverly Buildcon - The 31st,Ahmedabad,1429011,,1,Sheth Sagar Rajendrabhai,Anil,,Virtual_Apartment_Digitour,Final Delivery,20-Feb-2024,Ankur Sharma,2,79:00:00,90:10:00,-11:10:00,,,,,Server issue no data ,,164
A165,https://lookup.housing.com/opportunity/3244327,MHU'23,Bhavisha Properties,Bhavisha Properties,Bangalore,1424792,,1,Mitaighar Mehabooba,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,13-Feb-2024,Ankur Sharma,3,12:00:00,12:10:00,-0:10:00,,,,,Server issue no data ,,165
A166,https://lookup.housing.com/opportunity/3277093,,Falcon Group,Falcon Tatva,Noida,1436655,,1,Debashis Das,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,19-Oct-2023,Ankur Sharma,3,13:00:00,15:30:00,-2:30:00,,,,,,,166
A167,https://lookup.housing.com/opportunity/417284,MHU'23,Atco Projects,Atco Projects,Bangalore,1438416,,1,Zuheb Ahmed Makhdoom,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,8-Jan-2024,Vivek Kumar,3,24:00:00,26:15:00,-2:15:00,,,,,,,167
A168,https://lookup.housing.com/opportunity/417284,,Atco Projects,Atco Projects,Bangalore,1438409,,1,Zuheb Ahmed Makhdoom,Jagadish,,Virtual_Villa_Digitour,Final Delivery,8-Jan-2024,Vivek Kumar,3,32:00:00,33:10:00,-1:10:00,,,,,,,168
A169,https://lookup.housing.com/opportunity/3153710,MHU'23,Hoysala and Best Realty,Hoysala and Best Realty,Bangalore,1397353,,1,Ajay R,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,16-Oct-2023,Ankur Sharma,3,12:00:00,11:35:00,0:25:00,,,,,,,169
A170,https://lookup.housing.com/opportunity/3154134,MHU'23,Mythri Homes,Mythri Homes,Bangalore,1397575,,1,Ajay R,Jagadish,,Virtual_Apartment_Digitour,Deemed Consumed,29-Nov-2023,,,0:00:00,0:00:00,0:00:00,,,,,,,170
A171,https://lookup.housing.com/opportunity/3227458,MHU'23,Corona Group,Corona Optus,Gurgaon,1418600,,1,Ranjesh Kumar Mishra,Jagadish,,Virtual_Apartment_Digitour,Deemed Consumed,21-Dec-2023,,,0:00:00,0:00:00,0:00:00,,,,,,,171
A172,https://lookup.housing.com/opportunity/3170430,,Chidrupi Financial Services Limited,Chidrupi Financial Services Limited,Hyderabad,1402248,Highly Custom,1,Elluru Shiva Sai,Anil,,Virtual_Apartment_Digitour,Final Delivery,6-Nov-2023,Ankur Sharma,3,40:00:00,45:00:00,-5:00:00,,,,,,,172
A173,https://lookup.housing.com/opportunity/3224364,MHU'23,Tirupati Group,Tirupati Group - Eternia Greens,Pune,1417384,,1,Shyamsundar Dnyaneshwar Ambhore,Anil,,Real_Apartment_Digitour,Final Delivery,19-Oct-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,173
A174,https://lookup.housing.com/opportunity/3071887,,Unity Group Vadodara,Unity Group Vadodara,Vadodara,1372071,,1,Batra Hitesh,Anil,,Short_Video,Final Delivery,20-Nov-2023,Anil Raghuwanshi,3,4:00:00,4:00:00,0:00:00,,,,,,,174
A175,https://lookup.housing.com/opportunity/3112965,MHU'23,MSR Infraa(Repeat),MSR Infraa(Repeat),Bangalore,1381695,,1,Deepak Kumar Panigrahy,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,26-Dec-2023,Ankur Sharma,3,0:00:00,0:00:00,0:00:00,,,Client was not responding becuase of his travell ,,,,175
A176,https://lookup.housing.com/opportunity/3307390,MHU'23,Khushi Realcon Pvt. Ltd.,Khushi Capella,Bhubaneswar,1446296,,1,Aman Banchhor,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,9-Nov-2023,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,176
A177,https://lookup.housing.com/opportunity/3193625,MHU'23,Mahima Group,Mahima Group,Jaipur,1408212,Dependent Product,5,Mohd Wasim Aktar Shekh,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,11-Jan-2024,Ankur Sharma,1,39:00:00,42:35:00,-3:35:00,,,"Not used done balcony and window from walkthrough product 
Changes not be done proper.",,Server issue no data ,,177
A178,https://lookup.housing.com/opportunity/3212899,MHU'23,Atul Projects India Pvt Ltd,Atul Projects India Pvt Ltd,Mumbai,1413880,,1,Randeep Singh Saini,Anil,,Virtual_Apartment_Digitour,Final Delivery,20-Nov-2023,Ankur Sharma,3,25:30:00,27:00:00,-1:30:00,,,,,,,178
A179,https://lookup.housing.com/opportunity/3212899,,Atul Projects India Pvt Ltd,Atul Projects India Pvt Ltd,Mumbai,1413885,,1,Randeep Singh Saini,Anil,,Virtual_Apartment_Digitour,Final Delivery,20-Nov-2023,Ankur Sharma,3,0:00:00,0:00:00,0:00:00,,,,,,,179
A180,https://lookup.housing.com/opportunity/3240826,MHU'23,Rhizome Builders,Rhizome Builders - Devasva 9,Ahmedabad,1423482,,1,Deep Vishambhar Hukumatani,Anil,,Virtual_Apartment_Digitour,Final Delivery,30-Nov-2023,Anil Raghuwanshi,3,16:00:00,11:20:00,4:40:00,,,,,,,180
A181,https://lookup.housing.com/opportunity/3254154,MHU'23,Bhoomi Developers,Bhoomi Developers,Mumbai,1428744,,1,Randeep Singh Saini,Anil,,Virtual_Apartment_Digitour,Final Delivery,15-Nov-2023,Ankur Sharma,3,12:30:00,9:20:00,3:10:00,,,,,,,181
A182,https://lookup.housing.com/opportunity/3253963,MHU'23,Vinay Chugera Builders & Developers,Vinay Chugera Builders & Developers - Mannat Tower,Pune,1428601,,1,Lubaba Navid Momin,Anil,,Virtual_Apartment_Digitour,Final Delivery,22-Nov-2023,Ankur Sharma,3,16:30:00,18:20:00,-1:50:00,,,,,,,182
A183,https://lookup.housing.com/opportunity/2569343,HNH'23,Shree Siddhi Createurs,Shree Siddhi Createurs,Vadodara,1173135,,1,Batra Hitesh,Anil,,Real_Villa_Digitour,Final Delivery,6-Nov-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,183
A184,https://lookup.housing.com/opportunity/3284984,MHU'23,Dharti Infracon,Dharti Infracon,Ahmedabad,1440173,,1,Parthgiri Jayeshgiri Goswami,Anil,,Real_Apartment_Digitour,Final Delivery,7-Nov-2023,Outsource ,3,4:00:00,4:00:00,0:00:00,,,,,,,184
A185,https://lookup.housing.com/opportunity/3276059,MHU'23,Rajyash Group,Rajyash Group,Ahmedabad,1436277,,1,Himanshu Himmatlal Parasharya,Anil,,Real_Apartment_Digitour,Final Delivery,20-Nov-2023,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,185
A186,https://lookup.housing.com/opportunity/3251234,MHU'23,Raghav Raj Builders & Developers LLP,Raghav Raj Builders & Developers LLP,Mumbai,1427452,,1,Sruthi Radhakrishnan Pillai,Anil,,Virtual_Apartment_Digitour,Final Delivery,14-Dec-2023,Ankur Sharma,3,9:30:00,10:10:00,-0:40:00,,,,,,,186
